titles,links
国网德州供电党建赋能，打造红色供电所,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234710&idx=6&sn=b0b96962ff881d8e4a977b6e7eb615e4&chksm=bd53d6ff8a245fe92a7466be9d4cf80a780f761c10c424d5bb86cf51c77d3a0884f17805dbf7#rd
华电包头公司举办党史知识竞赛,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234710&idx=7&sn=5bfd8830e3418b46a383396fd36244b1&chksm=bd53d6ff8a245fe96a543676eb64fe6aca07f0d4a5fae12417f80f66757deb5a7a1d5ec72078#rd
高温来临！国网农安供电启动迎峰度夏防控工作,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234710&idx=8&sn=586888c2f33847cbf7f7da35cbc392cd&chksm=bd53d6ff8a245fe98bacad63d1481e9b4b0a029f1b55463f31e7aa5f70a2308917af8ab9aba7#rd
宁夏：踩住能耗双控“刹车” 加大转型发展“油门”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234619&idx=1&sn=d51a6afeee4eda603196756bc7d96a57&chksm=bd53d6528a245f4469cae18579334ee8c4b53bbd9c9b88cf162bff25f54fdb56a6c6ee470727#rd
能源监管丨南方能监局督导电力调度交易与市场秩序等3条,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234619&idx=2&sn=608e2b64a82a70f8c1f2536ed717e317&chksm=bd53d6528a245f44eb5062c3e2b51a4657a5c1c605aadf72c55711380f49f6f8a2bcacdcf436#rd
车到即装！榆林能源全力做好河南多地煤炭保供,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234619&idx=3&sn=7f9a20b19636770beb318365c3648af6&chksm=bd53d6528a245f44f12c9aa49b429983f9b5519f37ca013a742bff7925e5e82c3dfa772e4035#rd
零下40℃也不怕！国内首台极寒地区巡检机器人通过验收,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234619&idx=4&sn=3e9c90f5e979431da275834018357ced&chksm=bd53d6528a245f447790e4f0c7c9e771215fde429bb7a31c73dabb938a09745e4b5189b10016#rd
国网四川电力：悠然书香伴成长 电力巾帼绽芳华,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234619&idx=5&sn=f3b5dcecfc8ce85321bcbfb320b219b2&chksm=bd53d6528a245f44d0b47f00f67bf5e24370d33c154aab508c9c33dbe7e96ec058cc0905ef84#rd
尽锐出战不胜不休！陕西送变电聚力国内330千伏最大超高压电缆迁改项目建设,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234619&idx=6&sn=27762ec6196ba3e7205c291c284e0795&chksm=bd53d6528a245f445f4bbb95d5286dcabf40734e81b3c2f623cc556d139205216ea0789cb9b6#rd
“国能e链”首单业务落地,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234619&idx=7&sn=846de860c3ca2993b22a590288c52014&chksm=bd53d6528a245f445c41611385529aedfa5732aed874635d55e1207989c329522cdf7ab9ebf2#rd
轻轻一点，了解今日能源电力大事要闻丨倾听电力,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234619&idx=8&sn=d1682fbc0ae39c43f029fefc8bb56fa6&chksm=bd53d6528a245f44c3a4feb61afff151752b501e2dc0fb6d9f60c640b07ded57e3f0f36985e7#rd
负荷屡创新高！南方电网用这几招保障五省区电力可靠供应,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234563&idx=1&sn=623504977a179901eab984d9cb277f80&chksm=bd53d66a8a245f7c1b369c632bd272f71b9ccbb5366f59ec44b21b5c4ec377c102c160417267#rd
52℃？2万多步？他们到底在干嘛……,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234563&idx=2&sn=8ff9d6e627d40257113d8cce97e8a71b&chksm=bd53d66a8a245f7c3d6aa25209960b6a4dcc72ff8600626b5cc5e8a95907e86ad36e28d439f8#rd
“极热无风”天气引发有序用电风险？东北能源监管局提出三点建议！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234563&idx=3&sn=a99fdb98fd0395f1b523b432235b4d58&chksm=bd53d66a8a245f7c90ddbc6537eb8f649436425d7ea05b5389527c3b8ede9e56694b14c0f1b2#rd
加快电网建设，浙江恒光电建步子迈得稳稳的！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234563&idx=4&sn=22bd32ccc25d2ae43d14d75db90e39ef&chksm=bd53d66a8a245f7ca4257228b653cba8d8419b1b1dfcbd466dc779582bdbd57ddeb10c7390e9#rd
开创美好零碳世界！远景科技集团深耕可再生能源领域……,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234563&idx=5&sn=96f53019ec0d53087e4d0d7d75bf6d53&chksm=bd53d66a8a245f7cdf9ff51ee578091a5e78c054dfaefa44cc37f6427a44dea306b4c373446b#rd
如何满足大规模新能源接入、消纳？华云科技的答案是……,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234563&idx=6&sn=3251c1212ed3527194634126423ede2e&chksm=bd53d66a8a245f7c734470433ea9e8ac4aeb4d93ce8258b5d998ef2545a370c7630b130b39b4#rd
真实 完整 可信！它经历了最严格的设计审查与安全审评,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234563&idx=7&sn=3177687512908591bc6a120e08a21b20&chksm=bd53d66a8a245f7ccd612921cada7d2e27343a135b12cc74cc31e0f2ba4c156652c62fb28152#rd
国家能源集团宁煤应急救援中心千里驰援河南,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234563&idx=8&sn=241ede8305dcd73a48b78b46fcc0800f&chksm=bd53d66a8a245f7c08c147359de36e6badcb02955034fa56ef3855d3225a0575234056238589#rd
我国首个自营深水油田群全面投产,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234516&idx=1&sn=882b9ac728a68a46a2d07b119f5ef11b&chksm=bd53d7bd8a245eabc7cbc635ba6793350d6edd30ba84cbf7b8b5b665b1c97eee49ec00fd1512#rd
抗洪抢险，你永远可以相信中国安能！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234516&idx=2&sn=5d91665d7a37bf70d999feeff84fd0c3&chksm=bd53d7bd8a245eabebb984d0e62e2d4a23325fece4fcfc3a3427627776541d5fa36f2ec4b08b#rd
厉害“辽”！国网通辽供电专业“排雷”迅速抢修供电,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234516&idx=3&sn=992fed5671447787287d893844fbd943&chksm=bd53d7bd8a245eab872aa5090673d01bc0ed7bbc730ed43b6b9a1a8fcd3c268c0a2b67f90eff#rd
古城西安朱雀大街地下10米有什么？陕西送变电工程公司告诉你！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234516&idx=4&sn=02bb628049563ff3714c22f32c5278a8&chksm=bd53d7bd8a245eab3c5b29a7f0a8962a8a1b20433bac03f9fd6ecd0d82a499bbcec62e6a8d10#rd
国网甘肃电力自主研发“集控智能可视化牵张放线创新工法”受关注,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234516&idx=5&sn=9e65f4cdce961d430409d8226b3e2bbb&chksm=bd53d7bd8a245eabd1d3c60caa493470d320e62a1cb7bdda0ed149fd2d20a4d9324c189704c9#rd
国能信控入选国资委《“科改示范行动”案例集》,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234516&idx=6&sn=876b7d84bf826757143e7e666a605b54&chksm=bd53d7bd8a245eab2f4e6bce1fa491f7b5f3fcb1d3ae40ec25d1262160ab56690f717b23b45d#rd
国网电商公司信贷智能风控产品实现线上自动化交付,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234516&idx=7&sn=b61b45f3a09a3a144322685eb6e7efdc&chksm=bd53d7bd8a245eabaa22b533ba4f4c42dd099d9a4b55173a47f3918e1386ab579d16bfacc564#rd
脑洞大开！南网的奥运“超级变变变”来啦,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234495&idx=1&sn=596fdd261ad4b6be73dd09b0c30cb828&chksm=bd53d7d68a245ec0dc05bcb84445df49413e9403346f4f6474106b6acb5bc17f323f009a49e3#rd
能源数据库丨上半年全社会用电量同比增逾16.2%，创多年来新高,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234495&idx=2&sn=55352c35c8ea2291a8f722ccd17f24b1&chksm=bd53d7d68a245ec076ccc338aef1440356544d43fa077acb612afd0052204d1f44cc779b5a88#rd
全天候重载铁路线路智能运维项目在国家能源集团启动,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234495&idx=3&sn=e0823f22057922f6a710515ae3114e50&chksm=bd53d7d68a245ec0bdae0e60dbd5cb3ec8182b4a6e312fe0d4ef264f5385f7ffa48c4ac0d460#rd
从防汛一线到抗疫一线，他们日夜兼程！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234495&idx=4&sn=2eecf455d13119f026cc31203771156b&chksm=bd53d7d68a245ec05a751804174e2506e98cda3b2715ba95c1bbbea1f0becb5123f8d28d4f17#rd
国家能源集团资本控股公司：学深悟透百年史 服务实体开新局,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234495&idx=5&sn=050cccfc9718419010e1280190ee569d&chksm=bd53d7d68a245ec08720907d93c297b11f08b1b01c04e9b55226cc9e2b6c0446196ee8be3f0e#rd
不辱使命！国网甘肃电力援豫白银分队圆满完成任务,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234495&idx=6&sn=4432c56c8deb2c4152ee5b80cb079063&chksm=bd53d7d68a245ec031cff326ba663d0a16672e2e09d13cbcd3c3dbcfee3e7e8f289b5b170e63#rd
承诺，徐庄变电站的坚守,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234495&idx=7&sn=cef2dae882e906465480368c44dad50a&chksm=bd53d7d68a245ec0b2b199940c5c2ce11fcfb62ae64d8f669745f188ec4577935ffe8ecfc8b0#rd
轻轻一点，了解今日能源电力大事要闻丨倾听电力,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234495&idx=8&sn=87ad630faf7e4b02a2e2a5f65d4e3840&chksm=bd53d7d68a245ec0bd4448a5f286157faf89fd5266057d139427ed128b66ff8c0de4c0206ad1#rd
破解南方供暖难题！ 中核集团首个核能供暖项目落地秦山核电,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234466&idx=1&sn=278c99ff6218910ef3b400339bbf7922&chksm=bd53d7cb8a245eddced0f99226bff1992eda732a373aa983751f0f3f03942907823580b08c93#rd
最是风雨见初心！国网湖南电力支援河南抗洪保电工作纪实,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234466&idx=3&sn=86ee47f6c979bc4560f177ed7e682ad0&chksm=bd53d7cb8a245edd41ff5d56c6a7b231efb3eab8f187428ce5b3f1768bdec2e5f71be8f88607#rd
推广潜力大！高负载量碳捕集新溶剂研究在国家能源集团取得新进展,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234466&idx=4&sn=5690d90475642032df7bf3598d022559&chksm=bd53d7cb8a245eddf52e192e0bcad601d6882fcedf8675e2dbdabb6253830689fcc7bb26bc51#rd
好样的！​南网云南曲靖供电局暖心善举不断,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234466&idx=5&sn=121f0ea1b36bd7ef7ea017d169d1b083&chksm=bd53d7cb8a245eddb5f1849e924c816313badacc45f53c392fcbf21086f8c8a54c76c2bb3649#rd
国网张掖肃南供电节日送问候 共叙军企鱼水情,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234466&idx=6&sn=a00e64bdd6211283b2a0b629f70cd62a&chksm=bd53d7cb8a245edde9e05c3ff264030c2914d2aa9c7a8e10f6a451c46c26485991a7d2214642#rd
他，献身发电供热事业 做温暖的守护者,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234466&idx=7&sn=1487315c5468a9b646d6f31b53458d76&chksm=bd53d7cb8a245edd68a5c0bd9942bee81eb2e356ccf6fc2ced6a6c076e011d1ec6a549597095#rd
国网黑龙江鹤岗光宇供电所用心服务 点亮万家灯火,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234466&idx=8&sn=31039b5209e5f95cba7750de3bb104a1&chksm=bd53d7cb8a245edd5bcfa22f9e177ed8c15258cb6923dccb209bbd67ce4ea6660fb4301c752c#rd
能源地理丨这里是防城港核电站,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234429&idx=1&sn=74d47a4d1258b39ec9118ada2ab1a7a6&chksm=bd53d7148a245e025869252352319c4d845f0a44d3ba0dbbe9ad5ac5649c05faf508fad232ff#rd
不同时间段电价或差3倍！我国全面推行分时电价,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234429&idx=2&sn=7640178140e093a9c910243636c95cdd&chksm=bd53d7148a245e024dfc6bdb86a231f7cf2895dea976633be665db5b195a1e531edfc8da27e7#rd
“快把他们拦住！”新乡两位大爷堵住了供电“大黄蜂”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234429&idx=3&sn=b847b5b689d2b81ee136f2864e4343f3&chksm=bd53d7148a245e024eae79b1d5eafd54e1525a1bf04bb6a8f6bc655e114dcda97d5641ebac82#rd
纪录片丨传承红色基因 争做时代新人,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234429&idx=4&sn=b4e8f51dc5c6aaf8cbd91f4fa5dc8d71&chksm=bd53d7148a245e0272694ca78d9623cdde4a5c84fb82d0d142543aa1e699e52f3e2b8848798d#rd
不打无准备之仗！国家电投阜新发电防汛应急演练进行时,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234429&idx=5&sn=e7ba7cfce44f795f11d2a5da1a2e57f9&chksm=bd53d7148a245e02f10208a5e17cfd8e2626d6c7ff0cc2815627e65abe9c2d39ad6222ab11f5#rd
智慧防控，科技兴安！广东电网打造智慧安监新模式,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234429&idx=6&sn=de817dccc29331e9dad6720eca4ae411&chksm=bd53d7148a245e02ad95e0899415e2b61b3c437ee2b7333b617d6bcae355ee39068df16543ae#rd
云南玉溪华宁供电局配网故障自愈建设实现“双零”目标,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234429&idx=7&sn=d31d3c327d850f44795d6a88b7bbe23e&chksm=bd53d7148a245e021cc02d658d549ca1b6ed90cc90b833f368f84424461d8fd1690030e42e23#rd
湖北黄石供电张帆：退役军人的飞行梦,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234429&idx=8&sn=b59f092fd3d30558f2b4ca71c329e4d5&chksm=bd53d7148a245e021ad5f7189d59e01a1849618f7422db3fc232d63526db426a8dbbde504e1b#rd
曾记否当年戎装？致敬，@电力铁军！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234384&idx=1&sn=cd8072ca750439c7e284d4908f2a4317&chksm=bd53d7398a245e2f7264233bdbea96ba02e0ceb035ee22bc6fda8970932bbd579ac2ae2d15ae#rd
中电时评丨你守卫边疆 我守护你,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234384&idx=2&sn=63154f2b9b93d9c1576d94e515298c1e&chksm=bd53d7398a245e2fbcd58c02b8462595fcca315a70978b2a780601826b11563caf84fc4b894a#rd
国家能源局主要负责同志赴国家乡村振兴局座谈交流,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234355&idx=1&sn=e9640fc550c08cd99edba39889f00165&chksm=bd53d75a8a245e4c3ff8d1275f836891f94c9cc6f8b518ff4e1af88f5c4a70c78e23cd961ea3#rd
习近平主持中央政治局会议，分析研究当前经济形势和经济工作,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234350&idx=1&sn=3519c4ebd6c3d974b3e6c8064b0cca7a&chksm=bd53d7478a245e513d7b37899137c3dee020111a4f6aafadb0f24fcaf8bad4215834473e058c#rd
国家能源局党组与驻委纪检监察组召开2021年上半年全面从严治党专题会商会议,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234350&idx=2&sn=117c235d84bceed4df10d478481267a1&chksm=bd53d7478a245e51165d9951cdcd4aacf03627d7a0ff81ec59115e404c5b4351bcbd768aae94#rd
他们暖了3万户居民的心,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234350&idx=3&sn=096241dfbca8a42a4824f837af5ca09b&chksm=bd53d7478a245e519311f3871d456b910c98ec26788f3d5912d6928023c5d2d63045737b4e53#rd
风雨与共！我们来了！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234350&idx=4&sn=9896950382755de74b16ad7c49774761&chksm=bd53d7478a245e5141bda66d554e47943162bddf1b9a1102082e9ac5a799591c01c0f5d5561c#rd
为5个小区恢复供电后，西平县供电还贴心开展回访,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234350&idx=5&sn=036edf1c0cb62be5645a18d2fdabf040&chksm=bd53d7478a245e51130e104e2933afc18d59d37cbfbf605211bae76e1eba625d793a7d3def80#rd
不到两小时！驻马店供电就把郑州地铁抢险施工临时电送到了,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234350&idx=6&sn=52a0c79dcd2969bfcab9e4f8a539e863&chksm=bd53d7478a245e519e9a4a3d1fcd3456da0c7e140e3585f462c638fac6817c23a93a668c8ac4#rd
发挥专业优势！国网信通产业集团以信息化手段贡献防汛力量,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234350&idx=7&sn=696c1780b4d8b76147dc5af5c2bb3cfe&chksm=bd53d7478a245e516564206e9a76325a17923a6fe6b02f3fa06bb80684f08d042c39edf76ac1#rd
国内首台100万千瓦对冲燃烧二次再热锅炉投运,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234350&idx=8&sn=895b72a37444dafd092486c0096291e9&chksm=bd53d7478a245e51a3fca6b18b9d1402f446487ca5e42f890674a9fc75c83088121954f4868c#rd
国家能源局电力业务资质管理中心主任陈涛：精准刻画市场主体信用状况 助力营造诚实守信市场环境,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234324&idx=1&sn=54cc5273f19089ef10ac32d29f9f37c3&chksm=bd53d77d8a245e6b51d51bedbf5317abf1374d546e74220cc2027a316c5b62425adab930ce32#rd
​解读来了！《关于进一步完善分时电价机制的通知》强调这几点……,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234324&idx=2&sn=7bc60b608381852a6090ca61eee92ed3&chksm=bd53d77d8a245e6ba154017ae5ebd2b9095d5b43e27d278dd72027104283ec46fe7e55b0e782#rd
重磅！深圳能源集团首台百万机组投入商业运行,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234324&idx=3&sn=581da84f34fb9920153cdc4f3fe07115&chksm=bd53d77d8a245e6b9a9549afbb062f50b51de9aca766a60f1a7a8058d9741c0886c810f47230#rd
甘肃电力张玉宏：危难时刻勇向前 忠诚担当是底色,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234324&idx=4&sn=24216cb9ceaf6133c4a7611318b603b8&chksm=bd53d77d8a245e6b632e4f6488337ca2d3daadf30ca451239840a41c07a768252ba26ddd4c6e#rd
国网武汉供电：抢修现场的安全“管家”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234324&idx=5&sn=af1d40ca782d145a811ef01e4c1e3fb6&chksm=bd53d77d8a245e6b18a73d844591c96f2ddf8a410d56dce9ba6cf751fe547e554f86ed4af80a#rd
国网延边供电：“抢修不能落下任何一栋楼”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234324&idx=6&sn=f16cd7a841c8cfe2fcaea87d8525cf50&chksm=bd53d77d8a245e6b7e7816ceed67c4c430cdb7ed531bab8f91cbaa90789fae1e193b513bca4d#rd
国网平舆供电：学史力行守初心 “逆行”抗洪担使命,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234324&idx=7&sn=eb1999c21bd91dd1f770e8ca0265372e&chksm=bd53d77d8a245e6b4e77a27ebeb787ca33b77b97cc7c35ed9035ba7167ffe1959449cdc84834#rd
国网襄阳供电：夏长育能第一站 精准服务送基层,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234324&idx=8&sn=9868cd339f1b642e2d522289d93aa4cb&chksm=bd53d77d8a245e6b69d4c580e6f69b4b2c09ecba40964adce2a9bbbc8adc4aef004e4939b5e6#rd
好消息！正式用电设备也能租赁了，全国首个！在苏州！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234318&idx=1&sn=ad7d62424d655da9adbdf7fc9d0a928e&chksm=bd53d7678a245e719b5e74638cb70f132e1c620f128d17741cd85383f6dbd5bd6000e985a800#rd
能源数据库丨9.71亿千瓦！我国能源清洁低碳转型步伐加快,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234318&idx=2&sn=b519c8b56c2e9147fd811a5d0091a0ef&chksm=bd53d7678a245e71b4ccd4bce691df876e8fcbbd3a9c589b318bec693247384084de4c16eae5#rd
同比增长19.71% 天津宝坻上半年用电量增速全市第一！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234318&idx=3&sn=4c3180aec9bbeb6ddae796a6aad1dcbc&chksm=bd53d7678a245e7113cedd3b8d200413feca647b80ebaa20fdb1e1173934668cf0ded4e20ec8#rd
向两个“1500万+”冲刺！国家能源集团技经院练就真本领,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234318&idx=4&sn=b40c3bb1d20c2df92a21f29f9dea81da&chksm=bd53d7678a245e712a5b4dc5db19841c19c6c2a61b38c9193d8cda1eb4d22f05284709044a34#rd
党建带团建！南网超高压贵阳局、梧州局携手共进,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234318&idx=5&sn=007024425578cbe27b08c5b20491e80b&chksm=bd53d7678a245e7128a21db5d2c6d9fa4b0bc7e69f851e9c213c68040f7e8ac9ebe803b36061#rd
瞧！这就是奋斗的东方发电新鲜人！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234318&idx=6&sn=3e37d6967702db45fca058d7c026eb98&chksm=bd53d7678a245e716f40e1f5578e8a724813ddfad323696a4b5ae880867c9ec8cf9a7caa1e25#rd
上好安全生产第一课，国家电投阜新发电新员工安全培训入脑入心,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234318&idx=7&sn=2c80965ef0dc8ad8007789cc86f31e8d&chksm=bd53d7678a245e7144f99a50535c25a1d4cd648e20df2f46bff471769cb8c896a9bad33aab46#rd
轻轻一点，了解今日能源电力大事要闻丨倾听电力,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234318&idx=8&sn=b3a446187a37564a84ac1f323a82d4e7&chksm=bd53d7678a245e713e260ec8f6fe6475fd478b07744fba524a70038ebcfea623513ba2414bfa#rd
好消息！正式用电设备也能租赁了，全国首个！在苏州！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234283&idx=1&sn=d6ca0bb8c6229d75aa99e7aa4def6f8c&chksm=bd53e8828a246194c04f0732d0a2e397079e858086e587cdfab8065f12e427dc707d69f37494#rd
能源数据库丨9.71亿千瓦！我国能源清洁低碳转型步伐加快,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234283&idx=2&sn=91d4738b6a966b705356f048457a2c3f&chksm=bd53e8828a246194968f5bf168f6fb7ab3330dd845ff0b62d41d21e4b2359bd251aec0301cb3#rd
同比增长19.71% 天津宝坻上半年用电量增速全市第一！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234283&idx=3&sn=51e33938ebb73aed8b545112bec4bc0d&chksm=bd53e8828a246194f05416fd81b7f9418e9f3e866d00e64d459d6cac74701b8a3ff4370e082e#rd
向两个“1500万+”冲刺！国家能源集团技经院练就真本领,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234283&idx=4&sn=bbb3e83b4515fc374cdd7d5ebb285171&chksm=bd53e8828a24619417dd7c10d023760918639fde709549eb92a8f8801d21c3816a481ba5325e#rd
党建带团建！南网超高压贵阳局、梧州局携手共进,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234283&idx=5&sn=dee05f97d8f05cab1b7582874e3c7cd8&chksm=bd53e8828a2461943e8a8136111fa036db7f42d6e18667c68a57419f84c4b6ea27e0384c4b03#rd
瞧！这就是奋斗的东方发电新鲜人！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234283&idx=6&sn=8706e070d047e505464d8d99550a106a&chksm=bd53e8828a246194665b4124f3d38f752143f3d2385f4dbd596354828f4bd0b312c8c32bf674#rd
上好安全生产第一课，国家电投阜新发电新员工安全培训入脑入心,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234283&idx=7&sn=a41c228ccd53f4a6caee0b824b49b7ae&chksm=bd53e8828a24619485cc81fca28e5e456ef8ff1459b36e1d384d2d75a137c97421d5e9531c34#rd
轻轻一点，了解今日能源电力大事要闻丨倾听电力,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234283&idx=8&sn=6c61f1e293002e6dd14eacafefaec05d&chksm=bd53e8828a2461941fdcc29b440c405a2d9396967861926a7dd5f4495c12a7769653cff234e1#rd
国家能源局：强降雨致部分地区频繁停电引投诉,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234250&idx=1&sn=8da1f7927f5bf81ac9cec2e04cec4288&chksm=bd53e8a38a2461b577e6ec1bd7e1319877ced183532ca8bfb5a85a96c13de72091f1efcfc448#rd
能源监管丨河南能监办：防汛救灾期间群众反映停电问题快速处理等4条,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234250&idx=2&sn=1d879bb889f65862914de196de524ead&chksm=bd53e8a38a2461b53135b7d0d9440f0cdfc48744b3245f53491391be038243de650bfd31bf72#rd
五条特高压临时加量！国网华中分部跨省区电力支援河南,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651234250&idx=3&sn=4707fe106e2138d65d35915201ee2ab4&chksm=bd53e8a38a2461b50ab283ee02e1aae8d7ad42b2f5ea8e1d42822f3ffd40219b787fd40ac911#rd
